Age_of_Farmer,Annual_Income,Land_Size_Acres,Land_Location,Irrigation_Facility,Credit_Score,Existing_Loans,Requested_Loan_Amount,Loan_Purpose,Loan_Type,Land_Ownership,Loan_History,Approved_Loan_Amount,Soil_pH,Nitrogen_kg_per_ha,Phosphorus_kg_per_ha,Potassium_kg_per_ha
54,646102.0,4.45,Near_City,rainfed,660,2,356000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,8.12,392,6,258
33,1057111.0,7.6,Near_City,canal,650,3,608000.0,Borewell_Installation,Long_Term,Owned,Repeat,0.0,8.01,406,20,85
42,226801.0,0.7,Near_City,canal,370,3,56000.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,7.58,271,30,299
39,466217.0,3.45,Far,borewell,570,3,138000.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,7.1,151,18,85
39,272680.0,1.76,Near_Village,rainfed,610,0,105600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.07,640,39,241
27,225420.0,1.11,Far,drip,440,2,44400.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,8.22,526,22,69
27,532787.0,3.41,Near_Village,borewell,480,3,204600.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.47,441,11,308
49,892348.0,6.31,Far,canal,610,2,252400.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,5.86,140,29,116
40,503887.0,3.54,Near_City,borewell,510,3,283200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,7.25,230,26,310
55,401684.0,2.85,Near_Village,rainfed,690,1,171000.0,Crop_Cultivation,Long_Term,Owned,First_Time,146205.0,8.13,196,36,270
61,782099.0,5.78,Near_Village,borewell,810,0,346800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,5.78,466,25,374
30,1047778.0,7.59,Near_Village,drip,750,2,455400.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,422155.8,7.87,578,37,151
51,1044011.0,7.89,Near_Village,rainfed,820,0,473400.0,Irrigation_Setup,Short_Term,Owned,First_Time,404757.0,5.82,624,20,292
25,995353.0,7.07,Near_City,rainfed,480,3,565600.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.57,144,15,398
64,575388.0,4.08,Near_Village,borewell,600,1,244800.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,5.65,498,33,136
57,636691.0,4.21,Far,rainfed,550,2,168400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,6.82,556,21,156
34,964363.0,6.99,Far,drip,850,0,279600.0,Equipment_Purchase,Short_Term,Owned,Repeat,264222.0,7.89,370,46,212
32,988497.0,7.21,Near_Village,drip,840,0,432600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,5.94,512,15,318
31,584033.0,4.08,Near_City,drip,630,1,326400.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.02,143,37,266
26,541664.0,3.45,Far,rainfed,500,2,138000.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.92,347,18,350
59,812551.0,5.7,Near_Village,borewell,640,2,342000.0,Equipment_Purchase,Long_Term,Owned,First_Time,292410.0,7.96,593,16,268
41,721733.0,5.46,Near_Village,borewell,590,3,327600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,8.36,491,14,103
63,947400.0,6.75,Far,canal,740,1,270000.0,Irrigation_Setup,Short_Term,Owned,First_Time,230850.0,5.91,697,7,299
30,892332.0,6.38,Near_City,borewell,610,2,510400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,8.48,546,45,234
54,368671.0,1.94,Near_Village,borewell,670,0,116400.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,99522.0,7.24,355,9,305
58,887643.0,6.9,Far,borewell,540,3,276000.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0,8.02,123,14,352
28,442579.0,2.48,Near_Village,borewell,480,3,148800.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,5.84,328,26,335
51,271989.0,1.03,Near_City,borewell,560,1,82400.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,7.89,273,39,117
30,608849.0,4.45,Near_Village,borewell,540,3,267000.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,7.86,295,47,204
51,399441.0,2.46,Near_City,drip,580,1,196800.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,8.46,513,48,211
54,519538.0,3.76,Near_City,rainfed,820,0,300800.0,Borewell_Installation,Short_Term,Owned,Repeat,284256.0,6.67,497,31,87
59,323700.0,1.62,Far,drip,610,1,64800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,8.01,614,25,215
64,720830.0,4.76,Near_City,canal,530,3,380800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.67,682,39,131
40,871715.0,6.51,Far,drip,570,3,260400.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,5.83,389,47,381
39,352970.0,2.16,Near_Village,borewell,630,0,129600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.57,500,23,278
45,764909.0,5.77,Far,borewell,510,3,230800.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,6.89,485,21,358
47,644834.0,4.83,Far,borewell,580,2,193200.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.64,524,32,95
51,337478.0,1.84,Far,drip,750,0,73600.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,68227.2,7.01,603,44,394
59,905258.0,6.47,Near_City,canal,480,3,517600.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,7.09,185,21,387
47,999232.0,7.83,Far,canal,710,1,313200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.98,373,41,278
29,593504.0,4.1,Near_City,drip,740,1,328000.0,Borewell_Installation,Long_Term,Owned,Repeat,304056.0,6.12,361,17,328
54,888289.0,6.97,Near_City,rainfed,670,2,557600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,476748.0,6.13,339,11,288
48,490050.0,3.48,Near_City,rainfed,630,1,278400.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.75,341,31,286
32,244741.0,0.79,Near_Village,rainfed,590,1,47400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.94,521,47,305
43,672943.0,4.59,Near_City,borewell,680,1,367200.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,8.15,407,45,71
43,276361.0,1.53,Near_Village,borewell,700,1,91800.0,Irrigation_Setup,Long_Term,Owned,Repeat,85098.6,7.01,258,30,63
64,836075.0,5.99,Near_Village,canal,790,0,359400.0,Crop_Cultivation,Long_Term,Owned,First_Time,307287.0,8.05,498,22,149
44,756699.0,5.66,Near_Village,rainfed,570,3,339600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,7.38,677,20,360
51,212056.0,0.58,Near_Village,rainfed,470,2,34800.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,7.59,570,47,313
42,797833.0,5.62,Far,rainfed,610,2,224800.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,7.96,622,48,329
26,982874.0,6.98,Near_City,drip,810,0,558400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.52,680,43,285
44,131453.0,0.57,Near_City,canal,550,2,45600.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,7.52,512,33,71
41,727534.0,4.85,Near_City,canal,720,2,388000.0,Borewell_Installation,Short_Term,Owned,Repeat,359676.0,8.18,376,49,67
56,488568.0,3.55,Near_City,drip,740,1,284000.0,Borewell_Installation,Short_Term,Owned,Repeat,263268.0,6.09,574,18,283
25,416889.0,2.88,Near_City,drip,540,3,230400.0,Crop_Cultivation,Short_Term,Owned,Repeat,0.0,6.48,368,35,220
46,528156.0,3.29,Far,rainfed,760,0,131600.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,8.28,137,23,388
44,418999.0,2.26,Near_Village,borewell,670,2,135600.0,Irrigation_Setup,Long_Term,Owned,Repeat,122040.0,6.09,375,14,366
37,670199.0,4.97,Near_City,borewell,660,2,397600.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.24,474,37,86
54,580467.0,3.84,Far,rainfed,760,0,153600.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,7.75,661,5,173
62,135635.0,0.64,Near_City,canal,670,0,51200.0,Borewell_Installation,Long_Term,Owned,Repeat,46080.0,8.3,272,25,305
44,896727.0,6.7,Near_City,rainfed,670,2,536000.0,Equipment_Purchase,Long_Term,Owned,First_Time,458280.0,7.5,402,24,87
47,620001.0,4.73,Near_Village,drip,730,0,283800.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.14,653,7,67
44,792873.0,6.19,Near_Village,rainfed,750,2,371400.0,Equipment_Purchase,Short_Term,Owned,Repeat,344287.8,8.09,111,9,237
47,1008083.0,7.76,Far,borewell,820,0,310400.0,Equipment_Purchase,Short_Term,Owned,First_Time,265392.0,6.44,173,9,188
58,662226.0,4.96,Near_Village,borewell,650,1,297600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.01,298,40,80
57,780402.0,5.27,Far,rainfed,540,3,210800.0,Equipment_Purchase,Long_Term,Owned,First_Time,0.0,6.36,580,31,99
40,773975.0,5.98,Far,drip,790,1,239200.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.86,175,30,226
39,371178.0,2.08,Far,canal,580,1,83200.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.59,146,31,105
41,839491.0,6.32,Far,drip,850,1,252800.0,Crop_Cultivation,Short_Term,Owned,Repeat,238896.0,6.95,497,39,146
43,700720.0,5.12,Far,canal,690,2,204800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.33,129,43,241
32,911730.0,6.87,Near_City,drip,790,1,549600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.81,574,15,84
39,453587.0,2.73,Near_Village,borewell,570,3,163800.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,7.48,453,19,288
57,357440.0,2.07,Far,canal,680,0,82800.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,6.8,623,11,290
57,830584.0,6.17,Far,canal,730,0,246800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.41,396,12,113
27,640326.0,4.17,Far,borewell,700,0,166800.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,7.53,480,35,311
65,903478.0,6.95,Near_Village,borewell,730,0,417000.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.74,599,47,328
37,304625.0,1.98,Far,canal,690,0,79200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.53,400,33,196
60,430790.0,3.0,Near_City,rainfed,650,0,240000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,8.37,249,41,131
54,401487.0,2.28,Far,canal,820,0,91200.0,Equipment_Purchase,Long_Term,Owned,Repeat,86184.0,8.29,198,23,317
37,240375.0,1.55,Near_City,canal,390,3,124000.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,8.04,149,15,357
62,382280.0,2.32,Near_Village,canal,410,3,139200.0,Crop_Cultivation,Short_Term,Owned,First_Time,0.0,6.12,430,44,212
32,548169.0,4.03,Near_City,drip,610,2,322400.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.31,202,19,338
35,211088.0,1.31,Far,borewell,590,1,52400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,7.68,418,49,68
53,808330.0,6.01,Near_City,rainfed,790,1,480800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.2,239,25,197
51,618291.0,4.68,Near_Village,borewell,660,2,280800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.26,301,9,290
33,1010762.0,7.77,Near_City,canal,840,0,621600.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,5.55,116,11,50
39,760098.0,5.35,Near_Village,rainfed,820,0,321000.0,Equipment_Purchase,Long_Term,Owned,First_Time,274455.0,8.33,576,13,133
40,543955.0,3.5,Near_Village,rainfed,740,0,210000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,179550.0,5.79,352,13,222
46,763064.0,5.57,Near_Village,drip,820,0,334200.0,Irrigation_Setup,Long_Term,Owned,First_Time,285741.0,7.76,397,19,263
36,223329.0,0.79,Near_City,rainfed,490,2,63200.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,7.86,124,42,328
55,992292.0,7.21,Near_City,rainfed,820,0,576800.0,Borewell_Installation,Short_Term,Owned,First_Time,493164.0,8.2,229,40,240
29,779262.0,6.05,Near_City,drip,680,1,484000.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.29,627,34,241
55,284920.0,1.14,Near_City,borewell,640,1,91200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,5.54,640,48,226
42,281344.0,1.86,Near_City,canal,520,2,148800.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,7.73,106,7,152
34,307320.0,1.69,Far,borewell,640,1,67600.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,6.57,139,46,70
51,529581.0,3.24,Far,rainfed,670,2,129600.0,Irrigation_Setup,Long_Term,Owned,Repeat,116640.0,7.29,271,30,235
52,936510.0,7.15,Near_Village,rainfed,690,2,429000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,7.24,548,16,252
53,660201.0,4.63,Far,drip,720,2,185200.0,Crop_Cultivation,Long_Term,Owned,Repeat,171680.4,7.25,490,26,227
54,591278.0,3.94,Near_City,borewell,570,3,315200.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,0.0,7.5,326,23,163
28,829918.0,6.47,Near_City,rainfed,850,0,517600.0,Irrigation_Setup,Long_Term,Owned,Repeat,489132.0,5.87,566,16,282
37,898534.0,6.99,Near_City,drip,670,2,559200.0,Irrigation_Setup,Long_Term,Owned,First_Time,478116.0,6.57,500,39,291
50,472432.0,3.33,Near_Village,canal,740,0,199800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,170829.0,5.53,341,23,181
41,305602.0,1.5,Far,rainfed,520,2,60000.0,Crop_Cultivation,Long_Term,Owned,First_Time,0.0,6.82,100,9,250
64,701120.0,4.67,Near_Village,borewell,450,3,280200.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.87,644,36,93
57,897047.0,6.35,Far,drip,660,2,254000.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,7.5,372,21,215
31,857545.0,5.93,Near_City,canal,690,2,474400.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,5.62,467,26,252
53,656430.0,4.98,Near_Village,rainfed,720,2,298800.0,Irrigation_Setup,Short_Term,Owned,Repeat,276987.6,5.76,630,22,184
61,944349.0,7.44,Near_City,drip,790,0,595200.0,Irrigation_Setup,Long_Term,Owned,First_Time,508896.0,5.61,561,22,362
48,163935.0,0.86,Near_Village,canal,370,3,51600.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,5.7,122,44,116
25,1078931.0,7.92,Near_City,drip,480,3,633600.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,6.74,159,25,105
52,486880.0,2.91,Far,canal,710,1,116400.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,6.05,643,10,368
35,249520.0,0.92,Near_City,canal,410,2,73600.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.65,518,5,329
48,243718.0,1.2,Near_City,drip,590,1,96000.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,7.51,585,10,196
59,252676.0,1.36,Far,borewell,570,2,54400.0,Equipment_Purchase,Long_Term,Owned,Repeat,0.0,7.14,475,48,113
27,857713.0,6.5,Far,drip,790,0,260000.0,Equipment_Purchase,Long_Term,Owned,First_Time,222300.0,7.82,480,33,383
46,565913.0,4.27,Near_City,borewell,610,2,341600.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,7.03,576,49,93
61,723451.0,5.13,Far,rainfed,580,2,205200.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.65,310,19,290
62,275466.0,1.32,Near_City,borewell,510,2,105600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.9,185,11,88
64,623438.0,4.65,Far,rainfed,730,1,186000.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.18,369,17,109
57,729372.0,5.5,Near_City,drip,740,1,440000.0,Equipment_Purchase,Short_Term,Owned,First_Time,376200.0,7.8,587,40,376
51,420450.0,2.49,Near_Village,drip,710,1,149400.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,6.36,166,15,289
35,930203.0,6.67,Far,borewell,790,1,266800.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.66,135,32,321
59,425147.0,2.6,Near_Village,borewell,600,1,156000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,7.64,392,35,118
60,1002209.0,7.39,Far,rainfed,580,2,295600.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.55,508,42,336
46,669690.0,4.52,Near_Village,rainfed,760,1,271200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,8.23,267,13,293
59,591879.0,4.44,Near_Village,canal,580,2,266400.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,7.26,303,24,227
40,383454.0,2.58,Near_City,rainfed,660,1,206400.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,8.1,696,44,74
54,446542.0,3.0,Near_City,rainfed,490,3,240000.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,0.0,8.41,414,35,295
58,421685.0,2.65,Near_Village,rainfed,640,2,159000.0,Irrigation_Setup,Short_Term,Owned,Repeat,143100.0,8.03,383,15,80
50,300355.0,1.52,Near_City,rainfed,440,3,121600.0,Crop_Cultivation,Long_Term,Leased,Repeat,0.0,7.05,694,6,171
26,922515.0,7.0,Near_City,drip,680,1,560000.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,7.43,129,14,52
28,341092.0,2.1,Near_Village,rainfed,490,3,126000.0,Crop_Cultivation,Long_Term,Owned,Repeat,0.0,7.05,492,29,250
54,966051.0,7.04,Near_Village,rainfed,820,0,422400.0,Crop_Cultivation,Short_Term,Owned,First_Time,361152.0,6.29,111,27,383
56,690951.0,4.58,Near_City,drip,840,0,366400.0,Irrigation_Setup,Long_Term,Owned,Repeat,346248.0,6.46,254,23,256
47,680873.0,5.17,Far,drip,790,1,206800.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.64,198,24,326
58,1024146.0,7.48,Near_City,rainfed,760,1,598400.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.7,242,7,301
27,934319.0,7.33,Near_Village,canal,660,2,439800.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,6.15,201,11,368
46,276673.0,1.66,Near_City,rainfed,620,1,132800.0,Borewell_Installation,Long_Term,Owned,First_Time,113544.0,7.23,531,20,320
26,353230.0,2.06,Near_Village,drip,550,1,123600.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.47,691,16,395
59,743224.0,5.77,Near_Village,drip,540,3,346200.0,Irrigation_Setup,Short_Term,Owned,First_Time,0.0,7.65,628,16,303
57,1027854.0,7.95,Near_Village,rainfed,720,2,477000.0,Irrigation_Setup,Short_Term,Owned,Repeat,442179.0,5.52,123,48,112
39,874338.0,6.68,Near_Village,canal,690,2,400800.0,Irrigation_Setup,Short_Term,Leased,Repeat,0.0,5.59,234,13,372
37,1013719.0,7.66,Near_City,drip,760,0,612800.0,Crop_Cultivation,Long_Term,Leased,First_Time,0.0,6.63,668,11,183
58,502588.0,3.17,Far,rainfed,660,1,126800.0,Irrigation_Setup,Short_Term,Owned,First_Time,108414.0,6.36,577,14,380
47,889250.0,6.62,Near_Village,canal,850,1,397200.0,Equipment_Purchase,Short_Term,Owned,Repeat,375354.0,7.68,430,21,247
51,592831.0,4.41,Far,rainfed,430,3,176400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.82,334,40,132
51,608759.0,4.08,Far,borewell,480,3,163200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,7.33,436,17,172
50,964994.0,6.81,Near_Village,borewell,690,2,408600.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,7.72,613,46,79
39,386370.0,2.05,Far,borewell,660,1,82000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,5.76,676,48,111
53,172390.0,0.72,Far,rainfed,550,2,28800.0,Equipment_Purchase,Long_Term,Owned,Repeat,0.0,6.46,177,20,248
51,163704.0,0.68,Far,canal,620,0,27200.0,Crop_Cultivation,Short_Term,Owned,First_Time,23256.0,7.97,280,40,113
26,789613.0,5.7,Near_City,drip,620,3,456000.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,0.0,8.08,347,14,190
60,731504.0,5.18,Near_Village,borewell,790,0,310800.0,Crop_Cultivation,Long_Term,Owned,First_Time,265734.0,7.76,106,31,319
42,930642.0,6.78,Near_City,drip,760,0,542400.0,Seeds_Fertilizers,Long_Term,Leased,First_Time,0.0,8.02,157,29,113
54,219927.0,1.03,Near_Village,canal,390,3,61800.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,6.39,518,17,147
56,433564.0,3.05,Near_Village,canal,790,0,183000.0,Equipment_Purchase,Long_Term,Owned,Repeat,172935.0,7.88,594,9,390
65,274797.0,1.12,Near_City,canal,430,2,89600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.06,540,5,50
45,312811.0,1.48,Far,rainfed,750,0,59200.0,Irrigation_Setup,Short_Term,Owned,Repeat,54878.4,6.09,179,19,323
29,679121.0,5.08,Far,borewell,660,2,203200.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,5.61,538,10,181
28,836971.0,6.53,Near_City,rainfed,480,3,522400.0,Borewell_Installation,Long_Term,Leased,First_Time,0.0,7.89,605,42,159
57,789689.0,5.98,Far,canal,740,1,239200.0,Equipment_Purchase,Short_Term,Owned,First_Time,204516.0,7.49,306,9,167
43,976281.0,7.09,Near_Village,rainfed,710,1,425400.0,Irrigation_Setup,Short_Term,Leased,First_Time,0.0,5.94,397,39,370
41,284320.0,1.18,Far,borewell,560,1,47200.0,Equipment_Purchase,Long_Term,Leased,First_Time,0.0,5.98,144,21,287
26,417698.0,2.62,Near_Village,canal,680,1,157200.0,Seeds_Fertilizers,Short_Term,Leased,Repeat,0.0,5.79,587,44,299
25,196999.0,1.15,Far,borewell,460,2,46000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,6.16,615,28,307
37,327532.0,2.11,Far,drip,580,1,84400.0,Irrigation_Setup,Long_Term,Leased,First_Time,0.0,6.42,126,11,165
56,354132.0,2.29,Near_City,borewell,660,0,183200.0,Seeds_Fertilizers,Short_Term,Owned,First_Time,156636.0,7.45,697,36,356
43,682386.0,4.94,Near_Village,borewell,810,0,296400.0,Borewell_Installation,Short_Term,Leased,Repeat,0.0,6.51,382,46,188
48,276791.0,1.68,Near_City,borewell,670,0,134400.0,Borewell_Installation,Short_Term,Owned,First_Time,114912.0,5.91,673,9,106
60,771056.0,5.95,Far,borewell,760,1,238000.0,Seeds_Fertilizers,Long_Term,Leased,Repeat,0.0,8.05,671,9,397
44,1052345.0,7.8,Far,borewell,820,0,312000.0,Crop_Cultivation,Short_Term,Owned,First_Time,266760.0,7.51,492,14,370
55,406137.0,2.68,Near_Village,borewell,770,1,160800.0,Seeds_Fertilizers,Short_Term,Owned,Repeat,151956.0,7.84,109,24,126
52,194678.0,0.71,Near_Village,canal,450,3,42600.0,Irrigation_Setup,Long_Term,Owned,Repeat,0.0,7.64,337,9,233
47,837291.0,6.13,Near_City,drip,770,1,490400.0,Crop_Cultivation,Long_Term,Owned,First_Time,419292.0,7.18,572,19,244
37,805974.0,5.47,Far,borewell,820,0,218800.0,Equipment_Purchase,Long_Term,Owned,First_Time,187074.0,7.17,508,21,338
64,503568.0,3.34,Near_City,drip,480,3,267200.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.9,242,32,63
63,890237.0,6.97,Near_Village,rainfed,680,1,418200.0,Seeds_Fertilizers,Short_Term,Leased,First_Time,0.0,7.75,113,33,291
56,293178.0,1.31,Far,borewell,720,0,52400.0,Borewell_Installation,Long_Term,Owned,Repeat,48574.8,7.31,489,27,231
51,324996.0,1.98,Near_City,canal,690,0,158400.0,Irrigation_Setup,Long_Term,Leased,Repeat,0.0,8.3,559,34,223
59,752630.0,5.7,Far,rainfed,480,3,228000.0,Equipment_Purchase,Short_Term,Leased,First_Time,0.0,5.92,180,39,218
58,917066.0,6.88,Near_Village,rainfed,660,2,412800.0,Borewell_Installation,Long_Term,Leased,Repeat,0.0,7.78,180,7,385
32,356946.0,2.09,Near_City,drip,690,0,167200.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,142956.0,6.66,684,32,190
60,998115.0,7.32,Far,drip,540,3,292800.0,Borewell_Installation,Short_Term,Owned,First_Time,0.0,7.37,633,38,217
26,174644.0,0.74,Far,drip,360,3,29600.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,6.56,287,26,316
58,502658.0,3.73,Near_Village,canal,460,3,223800.0,Seeds_Fertilizers,Long_Term,Owned,First_Time,0.0,7.41,223,34,296
50,349298.0,2.21,Near_Village,canal,440,3,132600.0,Irrigation_Setup,Long_Term,Owned,First_Time,0.0,7.42,155,5,283
47,595365.0,4.35,Near_City,borewell,610,2,348000.0,Equipment_Purchase,Short_Term,Leased,Repeat,0.0,5.62,536,41,93
59,227500.0,1.35,Near_Village,rainfed,360,3,81000.0,Crop_Cultivation,Short_Term,Leased,Repeat,0.0,6.52,227,19,285
31,429626.0,2.8,Near_City,drip,680,0,224000.0,Borewell_Installation,Short_Term,Leased,First_Time,0.0,8.36,413,11,160
46,482395.0,3.05,Far,drip,670,2,122000.0,Seeds_Fertilizers,Long_Term,Owned,Repeat,109800.0,7.72,166,37,109
39,634265.0,4.25,Near_City,borewell,660,2,340000.0,Equipment_Purchase,Long_Term,Leased,Repeat,0.0,7.27,673,24,57
47,737147.0,5.56,Near_Village,borewell,760,0,333600.0,Crop_Cultivation,Short_Term,Leased,First_Time,0.0,7.01,596,6,197
56,905884.0,6.32,Near_City,drip,620,3,505600.0,Equipment_Purchase,Short_Term,Owned,Repeat,0.0,5.89,282,45,136
